tconst,titleType,primaryTitle,year,runtimeMinutes,averageRating,numVotes,d1,dn1,d2,dn2,w1,wn1,w2,wn2,w3,wn3
tt0024631,movie,Supernatural,1933,65,6.3,451,nm0356931,Victor Halperin,NA,NA,nm0922951,Garnett Weston,nm0857710,Harvey F. Thew,nm0549217,Brian Marlow
tt0024651,movie,The Last Will of Dr. Mabuse,1933,95,7.7,770,nm0000485,Fritz Lang,nm0829954,René Sti,nm0000485,Fritz Lang,nm0829954,René Sti,nm0902376,Thea von Harbou
tt0024727,movie,The Vampire Bat,1933,65,5.7,1977,nm0833965,Frank R. Strayer,NA,NA,nm0522871,Edward T. Lowe Jr.,NA,NA,NA,NA
tt0024768,movie,The Whispering Shadow,1933,225,5.5,143,nm0379092,Albert Herman,nm0163786,Colbert Clark,nm0765036,Barney A. Sarecky,nm0604679,George Morgan,nm0355963,Norman S. Hall
tt0173357,movie,Trenul fantoma,1933,70,6.8,28,nm0586120,Jean Mihail,NA,NA,nm1064874,László Békeffi,nm1885372,Victor Eftimiu,nm0725965,Arnold Ridley
tt0222125,movie,Kísértetek vonata,1933,\N,5.7,31,nm0529483,Lajos Lázár,NA,NA,nm0083742,Lajos Biró,nm1064874,László Békeffi,nm0725965,Arnold Ridley
tt0024894,movie,The Black Cat,1934,65,7,8378,nm0880618,Edgar G. Ulmer,NA,NA,nm0000590,Edgar Allan Poe,nm0750538,Peter Ruric,nm0880618,Edgar G. Ulmer
tt0024895,movie,Black Moon,1934,68,6.1,464,nm0624756,Roy William Neill,NA,NA,nm0728002,Clements Ripley,nm0740537,Wells Root,NA,NA
tt0025062,movie,Two Monks,1934,85,7.1,125,nm0124571,Juan Bustillo Oro,NA,NA,nm0124571,Juan Bustillo Oro,nm0179520,José Manuel Cordero,NA,NA
tt0025064,movie,Double Door,1934,75,6.7,85,nm0896533,Charles Vidor,NA,NA,nm0192325,Jack Cunningham,nm0499628,Gladys Lehman,nm0568674,Elizabeth McFadden
tt0025100,movie,The Phantom of the Convent,1934,85,7,127,nm0297414,Fernando de Fuentes,NA,NA,nm0124571,Juan Bustillo Oro,nm0679069,Jorge Pezet,nm0297414,Fernando de Fuentes
tt0025271,movie,House of Mystery,1934,62,4.9,237,nm0631438,William Nigh,NA,NA,nm0218626,Albert DeMond,nm0794280,Adam Shirk,NA,NA
tt0025465,movie,Maniac,1934,51,3.6,1934,nm0260871,Dwain Esper,NA,NA,nm0821131,Hildegarde Stadie,NA,NA,NA,NA
tt0025566,movie,The 9th Guest,1934,65,6.9,338,nm0624756,Roy William Neill,NA,NA,nm0205244,Owen Davis,nm0109945,Gwen Bristow,nm0543243,Bruce Manning
tt0025712,movie,The Return of Chandu,1934,208,6.2,229,nm0853028,Ray Taylor,NA,NA,nm0057456,Barry Barringer,nm0247440,Harry A. Earnshaw,nm0604959,R.R. Morgan
tt0025713,movie,The Return of Chandu,1934,65,5.7,63,nm0853028,Ray Taylor,NA,NA,nm0057456,Barry Barringer,NA,NA,NA,NA
tt0026209,movie,"Chloe, Love Is Calling You",1934,62,3.7,205,nm0624714,Marshall Neilan,NA,NA,nm0624714,Marshall Neilan,NA,NA,NA,NA
tt0149973,movie,Bucket of Blood,1934,55,6.2,39,nm0221423,Brian Desmond Hurst,NA,NA,nm0338731,David Plunkett Greene,nm0221423,Brian Desmond Hurst,nm0000590,Edgar Allan Poe
tt0173114,movie,The Rawhide Terror,1934,52,3.5,109,nm0625424,Jack Nelson,nm0593180,Bruce Mitchell,nm0011535,Victor Adamson,nm0625424,Jack Nelson,NA,NA
tt0458741,movie,El hombre bestia,1934,50,3.8,13,nm1919631,C.Z. Soprani,NA,NA,nm1919631,C.Z. Soprani,NA,NA,NA,NA
tt0025391,movie,Life Returns,1935,63,3.9,159,nm0294266,Eugene Frenke,nm0003373,James P. Hogan,nm0294266,Eugene Frenke,nm0318140,L. Wolfe Gilbert,nm0329312,John F. Goodrich
tt0026123,movie,The Black Room,1935,68,7,1504,nm0624756,Roy William Neill,NA,NA,nm0833949,Arthur Strawn,nm0616730,Henry Myers,NA,NA
tt0026138,movie,Bride of Frankenstein,1935,75,7.8,39769,nm0001843,James Whale,NA,NA,nm0791217,Mary Shelley,nm0403398,William Hurlbut,nm0049721,John L. Balderston
tt0026230,movie,Condemned to Live,1935,67,4.8,354,nm0833965,Frank R. Strayer,NA,NA,nm0223248,Karen DeWolf,NA,NA,NA,NA
tt0026406,movie,The Ghost Goes West,1935,95,6.8,1569,nm0163229,René Clair,NA,NA,nm0163229,René Clair,nm0449095,Eric Keown,nm0449698,Geoffrey Kerr
tt0026663,movie,Mad Love,1935,68,7.3,4034,nm0005713,Karl Freund,NA,NA,nm0719165,Maurice Renard,nm0187693,Florence Crewe-Jones,nm0256880,Guy Endore
tt0026685,movie,Mark of the Vampire,1935,60,6.3,3957,nm0115218,Tod Browning,NA,NA,nm0256880,Guy Endore,nm0775770,Bernard Schubert,nm0049721,John L. Balderston
tt0026758,movie,Mystery of Edwin Drood,1935,87,6.6,368,nm0908234,Stuart Walker,NA,NA,nm0040852,Leopold Atlas,nm0049721,John L. Balderston,nm0002042,Charles Dickens
tt0026759,movie,Phantom Ship,1935,80,5.5,620,nm0166700,Denison Clift,NA,NA,nm0166700,Denison Clift,nm0488348,Charles Larkworthy,NA,NA
tt0026912,movie,The Raven,1935,61,7,4119,nm0484645,Lew Landers,NA,NA,nm0000590,Edgar Allan Poe,nm0091200,David Boehm,nm0256880,Guy Endore
tt0027055,movie,Der Student von Prag,1935,87,7.3,88,nm0733208,Arthur Robison,NA,NA,nm0263912,Hanns Heinz Ewers,nm0301961,Henrik Galeen,nm0477515,Hans Kyser
tt0027194,movie,Werewolf of London,1935,75,6.4,4351,nm0908234,Stuart Walker,NA,NA,nm0173303,John Colton,nm0365255,Robert Harris,nm0309567,Harvey Gates
tt0027479,movie,The Crime of Doctor Crespi,1935,63,5.6,183,nm0041678,John H. Auer,NA,NA,nm0041678,John H. Auer,nm0000590,Edgar Allan Poe,nm0325254,Lou Goldberg
tt0029256,movie,The Mystery of the Ghastly Face,1935,88,6.3,30,nm0124571,Juan Bustillo Oro,NA,NA,nm0124571,Juan Bustillo Oro,NA,NA,NA,NA
tt0157019,movie,Shadi Ki Raat,1935,\N,5.2,8,nm0080389,Mohan Dayaram Bhavnani,NA,NA,\N,NA,NA,NA,NA,NA
tt0206442,movie,Song at Midnight,1935,113,6.3,585,nm0917688,Weibang Ma-Xu,NA,NA,nm0503693,Gaston Leroux,nm0917688,Weibang Ma-Xu,NA,NA
tt0228615,movie,The Dead Speak,1935,\N,5.8,20,nm0814957,Gabriel Soria,NA,NA,nm0273477,Emilio Fernández,nm0814957,Gabriel Soria,nm3646222,NA
tt0452200,movie,Demon of the Himalayas,1935,\N,3.7,16,nm0554249,Andrew Marton,NA,NA,nm2890738,Günter Oskar Dyhrenfurth,nm0245981,Harold Dyrenforth,nm0296627,Eberhard Frowein
tt0026832,movie,Ouanga,1936,56,4.5,50,nm0856161,George Terwilliger,NA,NA,nm0856161,George Terwilliger,NA,NA,NA,NA
tt0027338,movie,The Macabre Trunk,1936,79,5.6,28,nm0951492,Miguel Zacarías,NA,NA,nm0196563,Jorge M. Dada,nm0302143,Alejandro Galindo,NA,NA
tt0027521,movie,The Devil-Doll,1936,78,7,3373,nm0115218,Tod Browning,NA,NA,nm0287124,Garrett Fort,nm0256880,Guy Endore,nm0002233,Erich von Stroheim
tt0027545,movie,Dracula's Daughter,1936,71,6.4,5152,nm0385171,Lambert Hillyer,NA,NA,nm0287124,Garrett Fort,nm0831290,Bram Stoker,nm0006388,David O. Selznick
tt0027653,movie,Fährmann Maria,1936,85,7.3,206,nm0936252,Frank Wisbar,NA,NA,nm0631223,Hans Jürgen Nierentz,nm0936252,Frank Wisbar,NA,NA
tt0027688,movie,The Man of Stone,1936,83,6.4,171,nm0245213,Julien Duvivier,NA,NA,nm0031135,André-Paul Antoine,nm0245213,Julien Duvivier,nm0903667,George Voskovec
tt0027800,movie,The Invisible Ray,1936,80,6.6,2004,nm0385171,Lambert Hillyer,NA,NA,nm0173303,John Colton,nm0383304,Howard Higgin,nm0388153,Douglas Hodges
tt0027938,movie,The Man Who Lived Again,1936,66,6.7,855,nm0829038,Robert Stevenson,NA,NA,nm0668729,L. du Garde Peach,nm0319148,Sidney Gilliat,nm0049721,John L. Balderston
tt0027999,movie,Mummy's Boys,1936,68,5,187,nm0347451,Fred Guiol,NA,NA,nm0870052,Jack Townley,nm0258525,Philip G. Epstein,nm0730905,Charles E. Roberts
tt0028082,movie,Pan Twardowski,1936,85,6.2,36,nm0843636,Henryk Szaro,NA,NA,nm0309117,Waclaw Gasiorowski,nm0827629,Anatol Stern,NA,NA
tt0028174,movie,Revolt of the Zombies,1936,65,3.3,1360,nm0356931,Victor Halperin,NA,NA,nm0356931,Victor Halperin,nm0383304,Howard Higgin,nm0516121,Rollo Lloyd
tt0028241,movie,Shadow of Chinatown,1936,281,4.6,192,nm0384616,Robert F. Hill,NA,NA,nm0384616,Robert F. Hill,nm0077061,Isadore Bernstein,nm0225458,Basil Dickey
tt0028331,movie,The Demon Barber of Fleet Street,1936,76,6,772,nm0454734,George King,NA,NA,nm0371741,Frederick Hayward,nm0540763,H.F. Maltby,nm1108961,George Dibdin-Pitt
tt0028478,movie,The Walking Dead,1936,66,6.7,2140,nm0002031,Michael Curtiz,NA,NA,nm0011485,Ewart Adamson,nm0590361,Peter Milne,nm0028826,Robert Hardy Andrews
tt0395357,movie,Hell-A-Vision,1936,58,6,5,nm0814430,Louis Sonney,NA,NA,nm0814430,Louis Sonney,NA,NA,NA,NA
tt0027770,movie,The Hound of the Baskervilles,1937,82,5.7,88,nm0482742,Karel Lamac,NA,NA,nm0236279,Arthur Conan Doyle,nm1361288,Carla von Stackelberg,NA,NA
tt0028328,movie,The Super Madman,1937,65,4.4,17,nm0782193,Juan José Segura,NA,NA,nm0136413,Jorge Cardeña Álvarez,nm0782193,Juan José Segura,NA,NA
tt0029508,movie,SOS Coast Guard,1937,224,6,169,nm0416258,Alan James,nm0936823,William Witney,nm0794088,Barry Shipman,nm0012409,Franklin Adreon,nm0185170,Morgan Cox
tt0469260,movie,Anak ng kadiliman,1937,\N,5.2,6,nm2217563,Mar I. Esmeralda,NA,NA,\N,NA,NA,NA,NA,NA
tt0029984,movie,Charlie Chan in Honolulu,1938,67,6.9,1426,nm0401680,H. Bruce Humberstone,NA,NA,nm0067676,Charles Belden,nm0081788,Earl Derr Biggers,nm0819546,Chandler Sprague
tt0031503,movie,I Accuse,1938,104,7,405,nm0304098,Abel Gance,NA,NA,nm0304098,Abel Gance,nm0664882,Steve Passeur,NA,NA
tt0434117,movie,Kaibyô nazo no shamisen,1938,74,6.5,22,nm0882349,Kiyohiko Ushihara,NA,NA,nm1773650,Kenji Hata,NA,NA,NA,NA
tt0031143,movie,The Cat and the Canary,1939,72,7.2,2356,nm0637790,Elliott Nugent,NA,NA,nm0216755,Walter DeLeon,nm0823395,Lynn Starling,nm0929616,John Willard
tt0031147,movie,Charlie Chan at Treasure Island,1939,74,7.3,1472,nm0287988,Norman Foster,NA,NA,nm0488295,John Francis Larkin,nm0081788,Earl Derr Biggers,NA,NA
tt0031208,movie,The Human Monster,1939,76,5.8,987,nm0838820,Walter Summers,NA,NA,nm0908624,Edgar Wallace,nm0457070,Patrick Kirwan,nm0838820,Walter Summers
tt0031229,movie,The Devil's Daughter,1939,52,3.5,239,nm0502567,Arthur H. Leonard,NA,NA,nm0856161,George Terwilliger,NA,NA,NA,NA
tt0031289,movie,The Face at the Window,1939,70,6,337,nm0454734,George King,NA,NA,nm0912750,Brooke Warren,nm0712653,A.R. Rawlinson,nm0269731,Ronald Fayre
tt0031387,movie,The Gorilla,1939,66,4.8,1150,nm0245385,Allan Dwan,NA,NA,nm0817809,Ralph Spence,nm0416861,Rian James,nm0799015,Sid Silvers
tt0031448,movie,The Hound of the Baskervilles,1939,80,7.5,8696,nm0485647,Sidney Lanfield,NA,NA,nm0664251,Ernest Pascal,nm0236279,Arthur Conan Doyle,NA,NA
tt0031614,movie,The Man They Could Not Hang,1939,64,6.9,1277,nm0342417,Nick Grinde,NA,NA,nm0113954,Karl Brown,nm0768536,George Wallace Sayre,nm0925129,Leslie T. White
tt0031796,movie,The Phantom Creeps,1939,265,4.7,766,nm0066247,Ford Beebe,nm0328966,Saul A. Goodkind,nm0687741,George H. Plympton,nm0225458,Basil Dickey,nm0054714,Mildred Barish
tt0031851,movie,The Return of Doctor X,1939,62,5.8,1735,nm0792605,Vincent Sherman,NA,NA,nm0441769,Lee Katz,nm0538618,William J. Makin,NA,NA
tt0031951,movie,Son of Frankenstein,1939,99,7.1,8195,nm0498174,Rowland V. Lee,NA,NA,nm0791217,Mary Shelley,nm0178459,Wyllis Cooper,NA,NA
tt0031965,movie,De spooktrein,1939,70,7.1,37,nm0482742,Karel Lamac,NA,NA,nm0725965,Arnold Ridley,nm0116848,Kees Bruynse,nm0209011,Nico De Jong
tt0032047,movie,Torture Ship,1939,57,3.3,275,nm0356931,Victor Halperin,NA,NA,nm0403153,Harvey Huntley,nm0518711,Jack London,nm0768536,George Wallace Sayre
tt0161976,movie,The Sign of Death,1939,90,6.2,86,nm0882190,Chano Urueta,NA,NA,nm0070262,José Benavides hijo,nm0255980,Francisco Elías,nm1044455,José Martínez de la Vega
tt0032215,movie,The Ape,1940,62,4.6,1467,nm0631438,William Nigh,NA,NA,nm0794280,Adam Shirk,nm0802561,Curt Siodmak,nm0140958,Richard Carroll
tt0032245,movie,Before I Hang,1940,62,6.1,880,nm0342417,Nick Grinde,NA,NA,nm0028826,Robert Hardy Andrews,nm0113954,Karl Brown,NA,NA
tt0032258,movie,Black Friday,1940,70,6.3,1794,nm0523893,Arthur Lubin,NA,NA,nm0802561,Curt Siodmak,nm0852338,Eric Taylor,nm0367060,Edmund L. Hartmann
tt0032390,movie,The Devil Bat,1940,68,5.5,2355,nm0946391,Jean Yarbrough,NA,NA,nm0627454,John T. Neville,nm0108579,George Bricker,NA,NA
tt0032406,movie,Chamber of Horrors,1940,89,5.6,356,nm0497961,Norman Lee,NA,NA,nm0908624,Edgar Wallace,nm0034592,John Argyle,nm0348175,Gilbert Gunn
tt0032412,movie,Dr. Cyclops,1940,77,6.4,2030,nm0774325,Ernest B. Schoedsack,NA,NA,nm0453311,Tom Kilpatrick,nm0102167,Malcolm Stuart Boylan,NA,NA
tt0032520,movie,The Ghost Breakers,1940,85,7.2,2770,nm0550892,George Marshall,NA,NA,nm0216755,Walter DeLeon,nm0225469,Paul Dickey,nm0323766,Charles W. Goddard
tt0032583,movie,A Macabre Legacy,1940,83,4.5,17,nm0092168,José Bohr,NA,NA,nm0092168,José Bohr,nm1548746,Xavier Davila,nm0510779,Eva Limiñana
tt0032635,movie,The Invisible Man Returns,1940,81,6.5,3046,nm0562004,Joe May,NA,NA,nm0920229,H.G. Wells,nm0562004,Joe May,nm0802561,Curt Siodmak
tt0032818,movie,The Mummy's Hand,1940,67,6.1,3063,nm0127511,Christy Cabanne,NA,NA,nm0419591,Griffin Jay,nm0788058,Maxwell Shane,nm0049721,John L. Balderston
tt0033075,movie,Son of Ingagi,1940,70,3.9,173,nm0434908,Richard C. Kahn,NA,NA,nm3472679,NA,NA,NA,NA,NA
tt0135238,movie,Comes Midnight,1940,\N,6.2,5,\N,NA,NA,NA,\N,NA,NA,NA,NA,NA
tt0231564,movie,The Midnight Ghost,1940,72,4.4,5,nm0786470,Raphael J. Sevilla,NA,NA,\N,NA,NA,NA,NA,NA
tt0033088,movie,The Spell of Amy Nugent,1941,82,6.5,61,nm0363356,John Harlow,NA,NA,nm0539942,Miles Malleson,nm0072510,Hugh Benson,nm0072629,Robert Benson
tt0206443,movie,Ye ban ge sheng xu ji,1941,\N,6.6,10,nm0917688,Weibang Ma-Xu,NA,NA,nm0503693,Gaston Leroux,nm0917688,Weibang Ma-Xu,NA,NA
tt0197651,movie,A Light in the Window,1942,72,6,30,nm0739501,Manuel Romero,NA,NA,nm0739501,Manuel Romero,NA,NA,NA,NA
tt0191254,movie,Le loup des Malveneur,1943,99,5.8,59,nm0705798,Guillaume Radot,NA,NA,nm0898790,Francis Vincent-Bréchignac,nm0299644,Jean Féline,NA,NA
tt0234500,movie,La posada sangrienta,1943,69,5.5,6,nm0729466,Fernando A. Rivero,NA,NA,nm0006018,Ernesto Cortázar,nm0487939,Mario de Lara,NA,NA
tt0240463,movie,Dr. Terror's House of Horrors,1943,\N,6.7,21,\N,NA,NA,NA,nm1738761,James M. Totman,NA,NA,NA,NA
tt0221418,movie,La mujer sin cabeza,1944,77,5.9,9,nm0136579,René Cardona,NA,NA,nm0051404,David T. Bamberg,nm0136579,René Cardona,nm0898167,Xavier Villaurrutia
tt0389126,movie,O Louco,1945,\N,4.5,6,nm0544288,Víctor Manuel,NA,NA,nm0544288,Víctor Manuel,NA,NA,NA,NA
tt0127512,movie,Devil Monster,1946,60,2.5,207,nm0334289,S. Edwin Graham,NA,NA,nm0112280,Thelma Brooks,nm0245046,Juan Duval,nm0334289,S. Edwin Graham
tt0244003,movie,El jinete fantasma,1946,82,3.7,9,nm0691947,Rafael E. Portas,NA,NA,nm0691947,Rafael E. Portas,NA,NA,NA,NA
tt0143246,movie,Fantômas,1947,95,6.3,55,nm0755068,Jean Sacha,NA,NA,nm0019855,Marcel Allain,nm0099676,Jean-Louis Bouquet,nm0321003,Françoise Giroud
tt0178774,movie,The Headless Woman,1947,90,6.8,16,nm0023813,Luis César Amadori,NA,NA,nm0023813,Luis César Amadori,nm0760749,Luis Martin de San Vicente,NA,NA
tt0226405,movie,Sanbon yubi no otoko,1947,\N,6.3,10,nm0559431,Sadatsugu Matsuda,NA,NA,nm1662765,Yoshitake Hisa,nm0948391,Seishi Yokomizo,NA,NA
tt0177766,movie,The Fall of the House of Usher,1948,73,4.7,366,nm0055904,Ivan Barnett,NA,NA,nm0000590,Edgar Allan Poe,nm0146321,Dorothy Catt,nm0860381,Kenneth Thompson
tt0179359,movie,The Monkey's Paw,1948,64,5.6,230,nm0497961,Norman Lee,NA,NA,nm0414669,W.W. Jacobs,nm0497961,Norman Lee,nm0870259,Barbara Toy
tt0263873,movie,The Portrait,1948,96,6.4,32,nm0805623,Jirí Slavícek,NA,NA,nm0324690,Nikolay Gogol,nm0900663,Frantisek Vlcek,NA,NA
tt0459083,movie,Castle Sinister,1948,49,3.8,107,nm0122258,Oscar Burn,NA,NA,nm0096378,Mary Cathcart Borer,nm4544670,NA,NA,NA
tt0206012,movie,Unusual Tales,1949,84,6.4,35,nm0269203,Jean Faurez,NA,NA,nm0000590,Edgar Allan Poe,nm0269203,Jean Faurez,nm0213948,Guy Decomble
tt0219581,movie,La casa embrujada,1949,\N,6,8,nm0729466,Fernando A. Rivero,NA,NA,nm0051404,David T. Bamberg,nm0287988,Norman Foster,nm0729466,Fernando A. Rivero
tt0380827,movie,Shinshaku Yotsuya kaidan: kôhen,1949,73,6.9,75,nm0455839,Keisuke Kinoshita,NA,NA,nm0386750,Eijirô Hisaita,NA,NA,NA,NA
tt1792592,movie,Nabeshima kaibyou den,1949,83,6.2,6,nm0913829,Kunio Watanabe,NA,NA,nm0590839,Shintarô Mimura,nm4216418,Jokou Segawa,NA,NA
tt0242573,movie,Kankal,1950,114,6.6,7,nm0593955,Naresh Mitra,NA,NA,nm0593955,Naresh Mitra,NA,NA,NA,NA
tt0310637,movie,I Am the Past,1950,\N,6.5,22,nm0958573,Ezzel Dine Zulficar,NA,NA,nm0958573,Ezzel Dine Zulficar,NA,NA,NA,NA
tt0480995,movie,El sombrerón,1950,103,4.7,11,nm0028477,Guillermo Andreu,nm2035943,Eduardo Fleischman,\N,NA,NA,NA,NA,NA
tt1336612,tvMovie,The Strange Case of Dr. Jekyll and Mr. Hyde,1950,69,6.8,10,\N,NA,NA,NA,nm1713411,John Keir Cross,nm0829044,Robert Louis Stevenson,NA,NA
tt0204248,movie,Death Is a Number,1951,50,5.1,46,nm0378036,Robert Henryson,NA,NA,nm0789650,Charles Shaw,NA,NA,NA,NA
tt0315268,movie,House of Ghosts,1951,\N,6.6,34,nm0008152,Fatin Abdulwahhab,NA,NA,\N,NA,NA,NA,NA,NA
tt0454558,movie,Tetsu no tsume,1951,82,6.1,9,nm0010400,Nobuo Adachi,NA,NA,nm0010400,Nobuo Adachi,NA,NA,NA,NA
tt0788206,movie,Satur,1951,\N,7.7,6,nm0042885,Lamberto V. Avellana,NA,NA,nm1338622,Francisco V. Coching,nm1671965,Fred Daluz,NA,NA
tt0200588,movie,Dracula in Istanbul,1953,102,6.6,354,nm0611313,Mehmet Muhtar,NA,NA,nm0219253,Ümit Deniz,nm1179189,Ali Riza Seyfi,nm0831290,Bram Stoker
tt0202054,movie,El vampiro negro,1953,90,7,69,nm0900485,Román Viñoly Barreto,NA,NA,nm0261986,Alberto Etchebehere,nm0000485,Fritz Lang,nm0900485,Román Viñoly Barreto
tt0202937,movie,Kaibyô Arima goten,1953,49,6.4,12,nm0032829,Ryohei Arai,NA,NA,nm1207061,Tokichi Kinoshita,NA,NA,NA,NA
tt0202952,movie,Ghost of Saga Mansion,1953,97,6.9,10,nm0032829,Ryohei Arai,NA,NA,nm1207061,Tokichi Kinoshita,NA,NA,NA,NA
tt0272890,movie,Three's Company,1953,78,6.3,6,nm0279807,Terence Fisher,nm0766755,Charles Saunders,nm0187593,John Cresswell,nm0546140,Lawrence B. Marcus,nm0799875,Richard Alan Simmons
tt0317630,movie,Have Mercy,1953,\N,5.8,71,nm0438844,Isa Karamah,NA,NA,nm2549175,Gamal Hamdi,NA,NA,NA,NA
tt0142008,movie,Yurei otoko,1954,73,6.4,12,nm0643871,Motoyoshi Oda,NA,NA,nm1137993,Tsutomu Sawamura,nm0948391,Seishi Yokomizo,NA,NA
tt0202940,movie,Kaibyô Okazaki sôdô,1954,86,5.6,10,nm0434382,Bin Kado,NA,NA,nm1207061,Tokichi Kinoshita,nm0948940,Tetsurô Yoshida,NA,NA
tt0230694,movie,Retorno a la juventud,1954,\N,6.6,23,nm0124571,Juan Bustillo Oro,NA,NA,nm0124571,Juan Bustillo Oro,NA,NA,NA,NA
tt1732657,movie,Hiwaga sa Balete Drive,1954,\N,7.2,5,nm1968971,Tor Villano,NA,NA,\N,NA,NA,NA,NA,NA
tt2830452,movie,Wan li xing shi,1954,102,3.8,5,nm2426962,Kung-Leung Yeung,NA,NA,nm2426962,Kung-Leung Yeung,NA,NA,NA,NA
tt4929690,movie,The Ghost Cat of Ouma Crossing,1954,82,7.1,18,nm0434382,Bin Kado,NA,NA,nm1207061,Tokichi Kinoshita,nm2960284,Yoshio Takakuwa,NA,NA
tt0183070,movie,The Phantom of the Operetta,1955,70,3.8,11,nm0140241,Enrique Carreras,NA,NA,nm1132766,René Marcial,nm1012030,Manuel Rey,nm0747739,Alfredo Ruanova
tt0154752,movie,Kyûketsu-ga,1956,89,5.6,16,nm0619966,Nobuo Nakagawa,NA,NA,nm0644823,Hideo Oguni,nm0632688,Dai Nishijima,nm0948391,Seishi Yokomizo
tt0197521,movie,"Godzilla, King of the Monsters!",1956,80,6.5,6444,nm0002542,Terry O. Morse,nm0393094,Ishirô Honda,nm0443227,Shigeru Kayama,nm0613609,Takeo Murata,nm0393094,Ishirô Honda
tt0202938,movie,Ghost-Cat of Gojusan-Tsugi,1956,87,5.4,18,nm0434382,Bin Kado,NA,NA,nm0297687,Fuji Yahiro,NA,NA,NA,NA
tt0202963,movie,Kaii Utsunomiya tsuritenjô,1956,80,6.6,73,nm0619966,Nobuo Nakagawa,NA,NA,nm1326987,Tetsuji Godo,nm1323766,Katsuyoshi Nakatsu,nm1328271,Hiromichi Takebe
tt0226150,movie,Mitsu-kubi-tou,1956,88,4.9,7,nm0462076,Tsuneo Kobayashi,nm0654725,Shigehiro Ozawa,nm1662765,Yoshitake Hisa,nm0948391,Seishi Yokomizo,NA,NA
tt0226538,movie,Yotsuya kaidan,1956,86,6.6,52,nm0605267,Masaki Môri,NA,NA,nm0644823,Hideo Oguni,nm3021106,Torao Tanabe,NA,NA
tt0278067,movie,Curse of the Oily Man,1956,90,7.1,50,nm0708422,P. Ramlee,NA,NA,nm3852383,Teuku Djaafar,nm0708422,P. Ramlee,nm0837149,S. Sudarmadji
tt2933380,movie,Kuronekokan ni Kieta Otoko,1956,86,5.8,5,nm0605267,Masaki Môri,NA,NA,nm5688277,NA,NA,NA,NA,NA
tt0126226,movie,La cabeza de Pancho Villa,1957,94,4.4,17,nm0882190,Chano Urueta,NA,NA,nm1521002,Ramón Obón,NA,NA,NA,NA
tt0197946,movie,The Temptress and the Monk,1957,88,5.7,15,nm0847695,Eisuke Takizawa,NA,NA,nm0412818,Kyoka Izumi,nm0946672,Toshio Yasumi,NA,NA
tt0202423,movie,The Depths,1957,66,6.7,188,nm0619966,Nobuo Nakagawa,NA,NA,nm0975309,Kôhan Kawauchi,nm1376345,Enchô San'yûtei,NA,NA
tt0202946,movie,Ghost Story of Broken Dishes at Bancho Mansion,1957,45,6.7,47,nm0465226,Toshikazu Kôno,NA,NA,\N,NA,NA,NA,NA,NA
tt0203234,movie,Ghost Ship Part 2,1957,82,6.8,10,nm0559431,Sadatsugu Matsuda,NA,NA,nm0651519,Jirô Osaragi,nm0839783,Katsuya Susaki,NA,NA
tt0203607,movie,Seven Mysteries,1957,55,6.4,61,nm0441149,Gorô Kadono,NA,NA,\N,NA,NA,NA,NA,NA
tt0274712,movie,Pepito y el monstruo,1957,\N,5.8,8,nm0735904,Joselito Rodríguez,NA,NA,nm0327921,Carlos González Dueñas,nm0735649,Jorge Rodríguez Mas,nm0735904,Joselito Rodríguez
tt0134190,tvMovie,The Veil,1958,200,6.1,44,nm0905729,George Waggner,nm0834744,Herbert L. Strock,nm0262680,David Evans,nm0430687,Robert L. Joseph,nm0771622,Fred Schiller
tt0202268,movie,Black Cat Mansion,1958,69,6.6,268,nm0619966,Nobuo Nakagawa,NA,NA,nm0297813,Jiro Fujishima,nm0411085,Yoshihiro Ishikawa,nm1320238,Sotoo Tachibana
tt0202944,movie,The Ghost-Cat Cursed Wall,1958,88,5.6,8,nm0593014,Kenji Misumi,NA,NA,\N,NA,NA,NA,NA,NA
tt0202947,movie,The Mother Tree,1958,48,5.9,50,nm0441149,Gorô Kadono,NA,NA,nm1376345,Enchô San'yûtei,nm3021106,Torao Tanabe,NA,NA
tt0204268,tvMovie,Destination Nightmare,1958,100,5.1,37,nm0834744,Herbert L. Strock,nm0004573,Paul Landres,nm0546100,Ellis Marcus,nm0798977,Stanley H. Silverman,nm0905729,George Waggner
tt0204419,tvMovie,Jack the Ripper,1958,26,5.5,51,nm0905729,George Waggner,nm0080825,Frank P. Bibas,nm0414438,Jack Jacobs,nm0607676,Sidney Morse,nm3274127,Michael Plant
tt0230409,movie,Kenpei to yûrei,1958,75,5.6,19,nm0619966,Nobuo Nakagawa,NA,NA,nm0411085,Yoshihiro Ishikawa,NA,NA,NA,NA
tt0244734,tvMovie,The Professor,1958,\N,2.8,8,nm0564596,Tom McCain,NA,NA,\N,NA,NA,NA,NA,NA
tt0276631,movie,El Zorro escarlata en la venganza del ahorcado,1958,\N,5.6,8,nm0050048,Rafael Baledón,NA,NA,\N,NA,NA,NA,NA,NA
tt0859727,movie,Hakuja komachi,1958,67,6.7,7,nm0386427,Mitsuo Hirotsu,NA,NA,\N,NA,NA,NA,NA,NA
tt0155278,movie,The Ghost of Yotsuya,1959,76,7,1087,nm0619966,Nobuo Nakagawa,NA,NA,nm3616900,NA,nm0411085,Yoshihiro Ishikawa,nm0875472,Nanboku Tsuruya
